elevation,slope,rainfall_3day,distance_river,clay_percent,land_cover,population,flooded
1748.9,4.92,41.0,283,25.9,40,326,0
1235.3,22.0,11.1,771,56.3,10,0,0
1250.0,2.2,22.4,2382,28.1,40,537,0
1501.2,3.43,20.9,292,54.2,50,656,0
1250.0,0.34,35.8,252,21.7,40,264,0
1377.5,0.56,32.3,20,53.0,30,88,0
1494.8,0.51,49.4,117,48.1,40,489,0
1250.0,2.32,41.9,600,47.5,20,167,0
1250.0,3.3,9.7,291,23.5,90,72,0
1533.5,3.41,33.9,93,16.6,40,357,0
1293.4,0.19,56.5,20,40.3,30,92,0
1144.0,1.94,58.1,4151,33.8,30,161,0
1248.2,2.35,69.7,1357,32.9,30,10,0
1176.4,0.68,155.0,81,51.9,40,193,1
1323.9,6.71,74.6,600,24.9,40,220,0
1101.4,4.0,73.2,362,32.7,30,144,1
1592.2,8.87,7.8,188,47.4,50,1328,0
1516.0,5.0,11.3,2157,21.6,20,53,0
1156.8,20.9,30.3,177,15.0,30,104,0
1263.7,20.06,50.5,6000,19.2,30,116,0
1225.9,5.5,28.1,581,36.7,30,49,0
1618.7,3.15,23.2,1217,24.7,40,587,0
1119.0,0.68,67.8,600,45.8,40,358,1
1536.7,0.5,155.0,1101,15.0,10,130,0
1101.7,0.7,3.7,20,53.4,20,141,1
1250.0,0.98,6.8,600,29.3,20,118,0
1319.3,0.5,93.8,67,32.1,10,46,0
1506.8,3.52,4.7,600,58.1,20,79,0
1378.4,0.02,12.3,600,30.8,30,38,0
1250.0,5.86,11.7,1590,35.7,30,119,0
1100.0,7.34,52.2,614,61.8,40,365,1
1201.4,0.47,4.4,52,15.0,30,12,0
1431.5,0.22,34.8,778,24.5,40,235,0
1127.5,2.12,14.8,4604,65.0,10,125,0
1165.8,0.29,52.1,710,31.3,40,313,1
1418.4,6.99,90.0,600,20.2,40,307,0
1249.0,5.1,44.6,600,29.0,40,465,0
1524.0,14.91,68.8,1219,36.7,30,120,0
1302.6,1.73,0.5,800,33.2,30,0,0
1301.6,0.61,69.2,1106,58.7,40,389,1
1143.2,1.57,42.1,800,15.5,40,463,0
1141.4,0.31,84.3,1869,55.2,30,74,1
1383.1,0.5,47.3,343,34.0,80,114,1
1141.7,4.82,18.2,3985,29.5,40,305,0
1185.4,5.0,17.0,20,34.4,40,578,1
1170.2,0.65,154.1,330,28.6,10,51,1
1401.5,2.05,3.3,405,35.0,30,59,0
1172.9,14.78,66.2,362,28.9,40,333,0
1165.6,0.3,8.5,600,32.4,40,418,0
1282.5,2.17,88.6,1247,41.1,20,93,0
1252.7,0.16,4.9,6000,43.6,40,504,0
1491.2,5.87,14.9,1266,50.6,40,400,0
1394.6,0.62,11.7,78,54.7,30,81,0
1507.6,4.98,8.8,32,30.4,40,174,0
1705.9,4.22,32.5,740,39.1,30,60,0
1611.8,2.15,40.8,2548,54.2,40,423,0
1250.0,0.52,24.5,77,19.7,20,25,0
1162.9,2.07,42.6,446,41.3,40,270,1
1538.6,1.34,59.0,1042,32.9,30,88,0
1771.6,0.47,2.1,600,26.5,40,402,0
1177.2,0.5,14.0,2913,38.4,40,355,0
1141.5,7.08,38.5,1152,15.0,40,367,0
1250.0,11.21,16.8,1390,34.9,80,57,0
1517.6,5.39,138.3,760,56.7,20,75,0
1534.8,9.92,20.4,136,24.5,40,252,0
1182.7,12.38,40.0,800,44.7,30,116,0
1463.7,19.15,57.1,2902,55.8,90,80,0
1335.0,1.31,19.7,800,40.1,40,416,0
1173.9,2.56,6.1,976,38.9,40,261,0
1544.3,0.28,16.8,394,48.4,30,38,0
1282.6,6.16,26.7,600,15.0,30,25,0
1467.3,0.92,7.8,292,30.3,10,64,0
1335.1,3.86,10.6,437,34.0,40,390,0
1427.0,1.72,24.0,36,30.9,30,147,0
1162.4,9.82,2.6,794,45.5,30,47,0
1449.8,11.28,137.8,1499,45.0,40,306,0
1282.1,4.45,58.3,169,50.3,40,412,0
1466.1,3.81,56.7,1149,47.0,20,81,0
1113.6,2.95,40.1,2352,31.2,80,74,1
1100.0,2.49,8.0,800,21.6,10,43,0
1202.3,11.67,74.9,600,35.3,10,46,0
1159.5,1.08,36.2,25,44.6,40,456,1
1239.0,3.17,16.3,757,54.8,40,332,0
1405.5,1.21,5.7,509,19.5,80,120,0
1337.4,1.17,2.6,788,27.1,40,185,0
1250.0,0.44,5.2,600,32.1,80,56,0
1411.3,11.62,105.8,600,61.0,30,80,0
1128.2,1.99,13.5,6000,35.0,40,344,0
1297.0,0.84,11.8,20,57.0,90,99,0
1176.0,0.33,84.3,20,55.9,30,64,1
1274.6,3.05,118.0,93,30.9,10,20,1
1512.3,1.52,9.9,262,62.8,10,52,0
1566.3,1.3,62.1,143,23.2,50,1017,0
1337.4,2.85,53.5,600,20.3,40,265,0
1134.4,0.44,50.0,5324,26.2,40,518,0
1119.3,1.81,14.2,800,38.9,40,439,1
1420.5,3.69,124.1,2861,58.7,40,248,0
1286.4,7.57,11.3,333,54.0,40,316,0
1129.8,0.01,35.6,335,30.5,50,1392,1
1319.0,0.68,51.1,472,41.5,40,387,0
1259.9,0.81,132.7,600,41.6,40,179,1
1145.7,3.02,137.8,274,31.8,10,146,1
1382.7,8.62,155.0,1756,56.0,20,85,1
1314.7,1.14,18.4,1032,45.3,50,1174,0
1174.4,0.96,106.9,2274,48.0,30,143,1
1197.7,0.79,17.0,241,43.2,30,113,1
1412.0,0.6,26.9,202,31.6,40,460,0
1130.0,0.53,46.3,471,51.9,40,391,1
1181.5,1.36,59.4,139,44.3,10,141,1
1366.2,0.3,6.4,745,65.0,40,225,0
1527.3,1.04,17.5,247,25.8,40,352,0
1299.5,3.35,26.0,5064,44.2,50,1045,0
1645.2,2.29,10.0,48,37.0,40,218,0
1250.0,0.58,28.8,35,39.8,40,251,0
1145.6,1.23,28.0,94,27.7,30,101,1
1115.3,6.13,43.3,2323,60.0,10,115,0
1107.4,2.42,34.3,2582,50.3,10,36,0
1190.2,0.29,24.2,292,32.9,20,32,1
1311.6,5.03,52.0,57,29.6,80,130,1
1568.6,2.14,57.2,464,32.2,50,1420,0
1208.9,9.43,128.6,1724,59.9,40,263,1
1345.1,5.44,79.1,600,19.3,20,52,0
1394.9,4.96,2.5,54,15.7,20,38,0
1250.0,0.58,48.6,226,24.3,30,29,0
1187.2,0.82,10.7,313,21.5,50,1680,0
1207.8,0.28,6.7,4735,46.0,40,411,0
1166.8,10.86,74.9,623,36.5,40,349,1
1240.3,12.71,1.9,600,45.0,40,371,0
1487.6,1.77,1.0,600,31.0,40,228,0
1176.2,5.88,153.8,57,52.4,40,156,1
1190.7,1.16,45.6,21,34.3,10,0,0
1250.0,1.87,71.0,381,65.0,40,148,1
1250.0,0.5,139.2,716,46.9,50,485,1
1215.7,0.63,90.0,600,46.6,40,463,1
1627.8,13.99,90.0,100,15.4,40,236,0
1104.4,3.12,82.6,600,47.2,40,471,1
1100.0,1.15,28.6,600,43.6,30,77,1
1274.8,0.5,96.5,265,19.6,40,284,1
1334.8,0.76,33.3,317,53.0,20,25,0
1154.2,1.06,57.7,1479,57.8,90,56,1
1481.5,4.3,12.5,600,65.0,10,0,0
1653.7,0.82,67.8,3660,34.2,40,483,0
1250.0,6.07,67.1,4735,54.6,30,100,0
1554.4,1.08,20.3,732,25.1,10,48,0
1545.3,1.74,65.7,2009,62.9,40,339,0
1553.4,0.06,3.1,840,49.3,90,96,0
1654.7,8.87,16.9,800,46.1,40,193,0
1547.9,15.87,16.7,41,53.9,30,77,0
1169.3,0.58,25.6,1104,62.1,40,428,1
1131.0,5.88,19.1,426,22.6,10,73,0
1621.1,9.69,105.9,66,26.4,40,356,0
1219.3,3.28,95.5,1065,24.4,10,79,0
1164.1,0.83,39.2,477,35.8,40,217,1
1508.5,3.98,24.0,600,32.1,10,72,0
1318.1,0.03,66.4,600,35.0,10,130,0
1295.2,0.89,15.4,105,31.2,50,890,0
1250.0,4.78,64.4,600,57.6,80,32,1
1179.9,0.5,155.0,271,57.9,10,63,1
1596.9,0.35,34.8,600,43.8,30,44,0
1490.5,2.73,6.0,154,56.6,40,234,0
1139.2,0.21,10.8,354,36.4,40,333,1
1293.9,2.27,30.9,1021,31.7,80,114,0
1484.2,0.48,72.4,1568,49.5,30,119,0
1282.0,3.36,72.6,2176,47.3,10,86,0
1455.0,2.69,73.7,911,58.7,10,102,0
1200.6,12.07,42.4,679,57.6,40,238,0
1193.5,1.47,98.1,702,44.0,40,214,1
1352.7,0.52,1.8,20,58.9,40,545,0
1148.6,1.34,64.5,600,33.4,80,61,1
1304.4,0.06,12.1,93,42.7,30,68,0
1139.0,0.31,9.9,636,48.1,40,223,1
1250.0,4.43,64.8,1535,26.8,40,326,0
1250.0,1.79,11.9,132,26.3,40,517,0
1265.2,2.02,91.9,3464,51.1,40,468,0
1219.6,1.75,90.0,22,44.1,40,478,1
1179.9,0.41,19.1,111,57.9,40,298,1
1349.8,0.66,15.4,729,54.0,40,349,0
1239.9,1.66,9.5,757,56.5,30,8,0
1463.6,8.14,4.6,401,34.6,40,300,0
1319.4,0.5,32.3,358,30.4,40,215,0
1309.0,0.76,35.6,1702,26.1,20,82,0
1129.1,8.82,84.0,318,55.1,40,263,1
1463.0,1.4,59.8,224,39.0,40,333,0
1149.2,2.15,50.0,600,62.2,40,400,1
1424.8,1.64,18.1,2529,30.2,40,550,0
1372.3,5.97,59.9,600,31.7,40,306,0
1270.1,22.0,128.5,487,62.9,40,421,1
1123.5,5.25,28.8,223,53.6,30,89,0
1208.4,3.67,58.1,39,65.0,30,57,1
1538.9,0.32,155.0,600,30.1,30,44,0
1449.0,0.25,12.9,44,26.5,10,78,0
1390.9,0.65,53.0,781,23.8,40,430,0
1397.9,12.13,44.4,600,30.1,90,32,0
1171.4,0.45,27.4,1621,36.8,30,2,1
1555.5,1.88,155.0,2802,27.5,80,11,1
1180.8,5.44,80.8,2426,34.0,40,142,1
1198.4,2.61,47.2,1041,52.0,30,32,0
1307.4,4.16,69.8,2612,36.6,10,77,0
1345.1,0.53,25.8,57,17.3,40,448,0
1425.3,4.55,73.8,600,21.7,40,429,0
1515.2,2.91,33.8,339,32.0,30,94,0
1474.5,0.73,49.4,600,51.8,30,96,0
1299.4,2.78,10.0,5179,45.3,50,1075,0
1438.3,1.2,76.5,3796,36.2,20,84,0
1325.5,2.02,1.8,1161,26.8,40,425,0
1587.4,11.77,11.8,600,63.0,20,27,0
1125.2,1.15,108.3,749,33.7,40,288,1
1100.0,15.51,13.6,68,36.1,40,397,0
1599.1,0.8,19.9,43,43.0,40,360,0
1460.2,1.57,58.8,600,50.7,30,102,0
1189.8,1.51,90.0,4006,65.0,30,94,0
1338.4,3.99,40.0,600,30.4,40,648,0
1443.6,18.03,46.5,600,36.3,30,141,0
1200.7,5.67,31.7,600,31.8,40,505,0
1201.9,2.13,1.0,104,23.6,40,427,0
1250.0,0.68,155.0,855,36.3,40,261,1
1576.0,0.5,155.0,41,34.5,20,25,1
1577.6,0.35,96.3,3415,48.8,40,456,0
1250.0,4.86,24.3,190,42.1,40,356,0
1250.0,2.55,13.4,1149,34.3,30,121,0
1416.9,8.85,31.7,29,56.1,30,56,0
1590.7,9.23,10.0,600,40.7,30,83,0
1415.6,4.95,131.2,4053,46.5,40,234,0
1297.0,0.82,40.0,600,39.1,40,289,0
1542.4,19.3,9.8,1332,37.2,50,1171,0
1408.9,0.92,32.6,2286,21.4,40,393,0
1250.0,0.65,53.8,113,24.2,40,251,1
1605.6,7.75,17.2,153,18.7,90,65,0
1233.8,1.1,31.6,600,44.5,40,241,0
1478.3,11.52,3.2,600,65.0,40,442,0
1148.7,17.54,14.9,2075,25.8,50,1349,0
1454.5,2.74,24.1,1499,20.5,20,94,0
1252.9,0.8,69.0,90,26.0,20,22,0
1413.0,3.38,8.4,220,21.1,40,451,0
1525.0,1.11,55.8,191,23.1,50,757,0
1462.2,0.5,27.2,1712,34.4,10,46,0
1449.5,0.11,114.4,6000,21.4,40,200,0
1250.0,16.54,55.3,299,47.7,40,233,0
1250.0,1.47,3.5,31,50.2,40,313,0
1128.0,10.64,100.6,471,31.5,20,40,1
1204.2,1.52,4.9,632,19.1,90,3,0
1400.5,3.91,6.3,814,25.0,50,1134,0
1339.1,0.5,12.2,152,48.1,40,232,0
1149.9,0.05,45.5,1173,25.7,50,1514,0
1189.6,0.1,52.3,140,57.7,50,1079,1
1250.0,2.27,17.6,362,57.1,40,379,0
1536.2,8.09,19.7,20,30.2,80,82,0
1194.8,6.49,6.1,3459,59.4,90,0,0
1216.5,0.5,113.2,165,44.9,30,83,1
1609.8,0.07,90.0,187,24.8,10,78,0
1369.7,0.18,28.3,800,52.3,30,74,0
1642.4,0.28,19.9,52,48.3,40,483,0
1192.5,11.99,12.4,20,19.5,10,103,0
1250.0,0.36,17.3,178,20.1,20,41,0
1411.2,0.01,64.7,2247,24.4,90,108,0
1524.2,1.15,9.7,1119,48.0,40,377,0
1250.0,8.56,53.7,156,36.0,50,1167,0
1250.0,4.08,20.7,800,34.4,90,61,0
1505.0,4.5,108.4,25,22.9,30,133,0
1193.2,16.89,50.0,800,20.5,40,81,0
1509.4,16.18,146.0,712,45.5,20,77,0
1532.3,0.57,16.9,20,22.8,40,426,0
1714.0,2.28,107.2,600,46.8,30,96,0
1250.0,2.48,22.9,600,30.5,20,61,0
1612.4,1.35,13.3,439,32.0,10,79,0
1217.8,9.93,117.6,103,40.7,40,456,1
1449.1,0.61,118.8,208,37.2,80,79,1
1487.2,0.5,90.0,2564,31.0,20,93,0
1135.4,6.65,69.4,408,33.0,40,318,1
1119.5,2.81,25.3,368,55.9,40,251,1
1385.3,0.63,57.8,600,45.9,40,533,0
1421.0,0.52,34.1,6000,32.7,80,64,0
1578.7,3.42,22.2,3154,18.4,20,86,0
1250.4,16.14,13.3,436,52.5,10,165,0
1372.0,4.38,68.0,610,22.2,30,27,0
1185.7,8.59,34.4,600,38.7,40,304,1
1104.5,1.38,93.2,600,47.7,30,135,1
1109.0,2.89,9.0,600,30.6,20,105,0
1569.0,0.58,70.6,853,30.8,40,287,0
1541.6,0.9,63.5,137,38.2,20,11,0
1363.0,2.14,82.9,600,31.2,40,470,1
1187.7,3.17,26.7,151,35.0,90,61,1
1189.1,1.14,71.8,618,29.0,40,308,1
1301.3,0.72,24.2,1399,16.5,40,389,0
1634.7,0.5,137.8,248,30.5,30,137,0
1412.6,1.37,50.0,188,58.6,40,344,0
1406.3,1.54,17.8,24,65.0,40,368,0
1969.7,1.9,12.1,40,28.0,40,90,0
1297.0,1.82,44.8,154,54.3,40,337,0
1411.3,2.1,80.7,285,57.0,40,273,0
1250.0,0.38,10.6,1786,37.8,10,83,0
1315.1,0.72,2.8,826,59.7,10,47,0
1288.3,9.94,26.0,600,29.2,40,290,0
1157.5,14.18,155.0,600,49.9,30,102,1
1218.4,2.34,64.4,196,19.0,50,1086,0
1133.4,0.54,34.7,281,25.0,40,262,1
1153.6,2.08,22.6,73,38.5,40,412,0
1567.3,10.54,17.2,102,26.2,40,438,0
1614.1,4.42,60.3,6000,46.8,40,437,0
1418.1,2.95,81.6,1145,28.7,40,462,0
1506.8,0.93,36.7,600,29.1,40,282,0
1176.0,10.76,10.0,778,52.6,40,318,0
1250.0,2.6,4.5,739,53.9,80,136,1
1590.9,8.15,80.4,4693,29.1,50,981,0
1195.1,0.63,16.0,20,44.3,30,67,0
1163.8,22.0,14.5,600,50.6,40,290,0
1333.5,1.47,34.7,236,35.3,50,1237,0
1631.6,12.87,6.2,204,59.0,40,261,0
1105.6,6.27,74.2,112,55.5,40,255,1
1429.5,15.12,39.4,904,28.8,40,284,0
1280.7,8.08,5.7,1614,24.5,20,147,0
1182.2,1.67,33.3,618,26.0,10,64,0
1212.6,1.57,46.4,20,38.7,40,435,1
1486.2,0.51,44.8,80,54.6,40,654,0
1332.3,7.16,0.8,1872,35.6,20,62,0
1411.5,2.08,82.0,1386,58.0,40,458,0
1520.2,2.37,3.1,237,62.7,30,5,0
1449.1,0.7,35.2,109,34.9,50,776,0
1152.9,0.65,15.9,20,34.7,40,303,1
1498.1,18.54,28.3,600,62.0,40,314,0
1170.4,0.22,21.1,105,28.6,30,103,0
1165.2,0.49,61.5,600,34.5,40,200,1
1179.5,5.0,82.9,2421,58.1,80,121,1
1346.4,5.0,1.3,111,37.3,40,251,0
1226.0,4.43,56.6,2834,65.0,40,448,0
1463.4,1.98,10.2,600,29.8,40,421,0
1609.2,12.2,112.3,645,35.8,20,81,0
1250.0,10.35,54.8,73,30.1,10,31,0
1159.9,1.95,50.0,113,23.5,40,423,0
1599.3,0.88,66.9,77,30.1,20,15,0
1250.0,0.8,135.6,599,46.9,30,45,1
1176.0,0.58,3.4,223,41.6,40,458,0
1454.1,0.55,45.6,6000,35.9,40,441,0
1131.9,0.71,30.1,494,22.6,50,1088,0
1186.2,1.24,29.6,314,64.3,30,101,0
1294.5,1.05,30.7,28,54.7,90,47,0
1143.2,0.0,12.7,600,15.7,30,101,0
1202.1,5.54,88.2,735,44.8,40,398,1
1191.9,1.68,6.7,267,20.4,20,117,0
1694.2,2.03,31.6,618,45.8,40,366,0
1141.1,4.12,17.0,237,49.1,90,121,1
1365.0,0.5,24.8,159,45.5,40,220,0
1561.6,22.0,4.3,600,31.9,30,95,0
1213.3,18.51,30.7,114,31.9,40,616,0
1124.6,22.0,37.0,1339,46.1,40,251,0
1250.0,2.76,60.3,600,27.5,10,7,0
1212.9,1.68,45.5,191,17.8,50,1908,0
1556.5,16.6,38.5,281,65.0,30,68,0
1412.6,4.74,23.6,967,48.6,40,263,0
1415.1,8.43,13.2,123,53.0,30,122,0
1433.0,8.44,85.5,114,23.6,20,135,0
1196.8,7.66,30.4,58,33.6,50,1122,0
1277.9,0.81,8.9,600,47.9,10,103,0
1362.1,3.59,34.8,247,20.6,30,77,0
1424.9,11.67,38.4,800,27.1,40,107,0
1105.1,0.5,75.8,1841,36.4,30,97,1
1561.3,10.26,155.0,144,45.5,40,201,0
1383.2,0.81,34.1,178,49.8,40,426,0
1571.6,9.44,13.5,800,50.2,90,82,0
1173.3,1.57,12.5,1117,34.5,40,216,0
1163.3,15.54,20.7,503,15.0,90,90,0
1408.3,3.48,9.1,251,32.3,40,341,0
1235.4,3.47,31.2,892,15.9,30,138,0
1250.0,3.0,14.3,600,22.2,30,63,0
1269.5,2.27,155.0,1618,35.9,40,393,1
1343.2,1.36,83.1,277,34.6,40,412,1
1100.0,1.9,105.7,1082,35.8,30,35,1
1261.4,7.66,72.1,600,28.4,80,130,1
1142.8,0.11,15.5,800,26.5,10,75,0
1250.0,4.63,75.9,194,34.1,40,452,0
1250.0,3.09,35.0,800,31.1,40,278,0
1328.2,16.04,73.0,935,30.8,40,523,0
1623.3,0.14,69.0,211,24.3,30,61,0
1461.3,0.01,27.0,800,65.0,40,242,0
1411.5,0.27,38.0,2302,32.0,10,65,0
1178.0,0.78,90.0,799,55.3,40,316,1
1559.4,1.86,18.4,138,65.0,40,335,0
1441.9,1.48,11.2,69,28.0,50,1468,0
1481.0,0.75,6.9,690,23.4,30,79,0
1179.6,0.4,25.6,6000,43.1,40,423,0
1542.7,11.06,36.5,462,64.9,40,384,0
1391.1,13.2,12.1,130,28.4,40,446,0
1262.7,5.43,34.5,566,27.1,30,46,0
1250.0,1.98,48.4,600,37.1,30,85,0
1481.9,1.01,40.4,840,40.7,40,693,0
1537.6,6.34,28.3,745,38.4,90,127,0
1250.0,4.89,90.0,600,35.6,40,247,1
1176.7,0.54,42.6,605,51.1,80,60,1
1264.3,0.36,43.4,1019,36.0,40,332,0
1250.0,2.37,31.5,502,37.4,50,1779,0
1570.6,3.11,85.6,330,61.7,30,44,0
1261.8,0.5,110.6,4405,49.6,40,280,0
1643.8,1.13,150.1,184,34.3,40,306,1
1177.5,0.01,17.2,600,39.8,40,73,1
1455.8,6.58,143.1,276,21.4,40,338,1
1189.4,3.02,7.8,2432,16.1,30,48,0
1519.2,17.82,45.3,321,20.3,40,352,0
1612.3,1.51,90.0,249,26.3,30,114,0
1142.4,3.78,55.1,600,21.6,30,78,1
1430.1,1.1,80.2,269,26.4,30,0,0
1250.0,2.56,14.6,70,29.1,30,107,0
1510.5,0.07,71.9,600,55.2,40,413,0
1442.0,0.5,66.2,1212,20.2,40,420,0
1377.7,4.27,26.8,1015,57.0,30,120,0
1303.4,1.21,4.1,600,29.4,40,314,0
1528.1,1.3,60.7,600,56.2,30,90,0
1134.8,0.5,21.9,600,31.5,30,84,1
1250.0,4.01,12.7,128,17.7,40,314,0
1211.7,4.78,38.7,600,50.0,30,88,0
1371.5,4.61,155.0,429,25.4,40,453,1
1355.6,0.5,4.0,800,19.9,30,82,0
1475.7,3.7,62.7,2318,36.1,40,607,0
1296.9,2.27,43.3,600,44.1,30,60,0
1189.5,1.02,79.2,74,34.0,20,54,1
1130.2,3.26,4.5,333,26.6,30,44,0
1415.3,0.02,46.0,600,34.9,40,536,0
1132.8,1.13,20.3,600,52.7,20,62,0
1156.6,4.7,59.6,600,20.1,10,35,1
1449.5,0.59,78.1,962,27.6,10,64,0
1494.8,0.22,60.6,600,49.6,40,550,0
1420.4,6.78,71.1,2575,21.7,30,64,0
1170.0,3.54,17.2,1083,37.1,30,109,0
1296.8,2.56,77.6,337,46.9,90,55,1
1141.9,2.38,10.8,54,22.8,20,65,0
1100.0,3.49,60.7,2100,43.9,40,262,1
1517.4,2.92,36.9,143,54.8,90,98,0
1186.1,3.06,23.7,600,35.6,10,53,1
1164.3,1.09,155.0,1880,59.8,40,223,1
1254.4,1.8,24.5,37,25.9,30,116,0
1398.9,1.78,61.9,800,29.4,50,1612,0
1547.6,5.97,58.9,51,26.2,80,92,0
1190.6,4.18,37.6,123,34.1,30,73,0
1291.7,3.78,19.8,4124,40.6,30,37,0
1100.0,2.91,9.3,600,30.3,40,307,0
1663.4,1.57,23.8,2307,35.6,90,77,0
1430.1,7.04,62.1,90,22.7,30,81,0
1250.0,2.27,2.3,122,47.8,90,70,1
1145.3,1.03,53.8,3104,51.5,40,448,1
1375.2,3.88,8.0,981,60.3,30,135,0
1371.4,17.83,22.1,20,55.1,40,291,0
1419.9,0.59,123.1,1360,33.5,10,36,0
1471.8,2.7,83.2,80,20.4,40,504,0
1198.4,0.72,7.2,148,45.8,30,82,0
1483.7,1.24,32.5,133,65.0,40,639,0
1538.3,8.33,148.5,176,51.8,40,534,1
1327.3,0.29,36.5,235,54.5,40,355,0
1342.0,1.19,46.2,902,45.3,40,206,0
1509.0,2.86,90.0,600,56.7,40,422,0
1618.9,0.38,14.2,600,26.0,90,65,0
1479.5,1.44,49.1,69,33.3,40,44,0
1576.4,3.45,24.5,6000,31.3,40,173,0
1214.0,6.44,50.0,20,48.2,30,113,0
1266.4,8.51,15.9,600,31.7,10,69,0
1183.6,1.84,5.7,600,46.0,10,26,0
1487.5,22.0,5.5,600,32.5,40,396,0
1139.5,5.83,70.0,4670,52.6,40,499,1
1134.0,1.8,78.8,600,27.6,40,327,1
1250.0,0.02,24.7,227,42.4,90,108,0
1172.6,0.56,100.1,300,24.7,30,68,1
1139.7,6.27,90.0,875,54.9,40,217,1
1445.4,6.86,44.9,397,42.4,50,2028,0
1135.7,0.71,41.2,104,55.5,40,465,1
1240.1,1.48,4.4,600,46.0,40,494,0
1171.0,0.49,139.3,1552,38.5,80,116,1
1432.0,2.43,24.3,117,23.0,40,438,0
1355.7,0.26,126.9,800,39.2,40,221,1
1185.8,4.27,85.8,800,15.0,80,131,1
1518.5,0.5,58.9,800,60.2,40,304,0
1168.1,0.32,136.4,800,57.3,10,108,1
1115.8,1.0,96.2,302,60.3,40,241,1
1332.2,0.72,1.5,600,40.8,40,399,0
1332.1,11.53,90.0,600,42.3,10,27,0
1572.7,2.46,62.3,800,41.0,40,316,0
1237.7,0.76,106.1,212,31.7,40,478,1
1643.8,2.51,155.0,917,43.7,40,291,0
1453.6,5.06,78.9,600,21.4,30,127,0
1447.9,0.23,35.4,600,47.1,40,317,0
1480.6,2.34,12.2,251,42.6,40,431,0
1228.9,3.3,42.1,176,33.5,40,194,0
1648.5,0.49,41.1,1923,26.2,90,153,0
1458.7,0.37,17.7,271,44.5,90,37,0
1501.8,0.68,32.9,132,27.7,10,5,0
1214.6,11.22,66.5,99,56.4,30,116,0
1139.2,8.63,155.0,504,48.4,10,83,1
1451.1,0.23,116.1,800,44.2,40,390,1
1174.0,3.12,25.8,600,26.6,40,359,1
1515.4,1.98,110.0,1371,15.2,40,456,0
1454.9,3.88,81.5,70,40.5,10,95,0
1658.4,8.6,47.0,124,56.0,20,67,0
1430.8,0.18,35.9,600,62.3,20,61,0
1537.5,1.22,55.7,420,36.6,40,303,0
1177.1,8.49,22.4,986,26.0,40,277,0
1159.1,4.63,29.4,1490,45.8,30,0,0
1595.4,1.39,10.3,600,57.5,20,89,0
1356.0,1.55,40.7,2541,36.7,40,415,0
1199.5,1.04,58.8,140,62.1,50,1015,0
1267.1,1.46,138.1,127,33.5,30,45,1
1307.7,8.2,129.4,53,58.5,40,527,1
1425.0,0.5,62.5,600,45.0,10,62,0
1446.7,0.05,3.1,162,54.7,30,1,0
1125.2,5.24,21.4,682,39.9,40,448,0
1413.2,4.24,90.0,313,15.0,30,73,0
1407.2,0.5,80.3,1799,47.0,40,218,0
1446.7,13.07,63.8,4241,40.2,80,78,0
1259.2,4.37,49.7,600,19.6,40,512,0
1205.5,1.0,66.1,348,34.2,40,295,0
1602.6,0.29,10.7,1262,39.4,30,107,0
1509.3,1.97,16.4,165,28.5,20,133,0
1408.7,2.51,48.9,722,30.5,40,454,0
1552.0,9.84,65.3,526,21.2,10,50,0
1250.0,22.0,90.0,195,29.7,10,146,0
1499.5,3.1,90.3,1749,32.1,10,123,0
1104.4,2.35,25.7,131,37.1,30,47,0
1100.0,3.99,107.1,600,33.2,40,403,1
1552.8,3.06,46.4,605,30.1,50,598,0
1478.5,14.71,11.7,600,41.5,90,93,0
1453.5,2.07,61.9,1297,29.9,40,392,0
1477.5,4.33,32.7,411,53.6,20,173,0
1446.5,0.21,35.4,2332,28.2,30,106,0
1250.0,11.13,155.0,3262,51.9,20,46,0
1850.8,4.4,4.5,409,48.6,10,122,0
1350.5,22.0,64.8,729,56.7,40,206,0
1168.1,5.5,52.7,600,28.0,50,1410,0
1537.5,0.27,35.1,2349,34.3,40,217,0
1573.4,1.45,90.0,600,25.2,40,252,0
1581.5,9.79,3.2,1176,36.6,40,540,0
1250.0,3.31,83.2,776,34.0,40,541,0
1411.0,0.5,26.9,107,25.5,80,85,0
1372.3,0.27,96.6,600,25.0,40,441,0
1208.0,6.32,12.8,600,38.7,40,489,0
1100.0,4.15,6.4,490,48.8,30,110,0
1456.1,0.89,10.0,1281,20.2,10,1,0
1754.9,0.78,25.2,1036,42.7,40,380,0
1179.0,0.5,15.9,600,56.7,20,65,1
1528.8,4.89,40.8,67,30.6,40,294,0
1147.4,2.67,32.0,3042,31.7,40,368,0
1276.4,11.0,90.0,35,29.0,40,373,0
1630.5,0.58,3.9,2823,43.8,10,151,0
1100.0,0.56,47.4,2905,64.7,10,114,0
1500.2,0.5,4.8,176,30.5,40,505,0
1153.3,10.21,34.7,875,33.7,40,236,0
1334.8,5.76,21.7,446,31.9,20,152,0
1175.1,9.09,25.4,61,23.3,90,77,1
1493.8,10.89,7.9,779,26.1,40,109,0
1173.9,1.89,11.4,106,34.5,40,493,1
1627.4,0.59,44.9,941,41.3,40,504,0
1514.0,1.94,18.9,230,36.6,20,50,0
1204.2,2.02,3.8,467,23.5,90,44,0
1544.8,0.78,24.7,1925,35.8,90,116,0
1171.7,6.85,71.7,600,31.3,40,315,1
1100.6,1.66,155.0,1161,36.8,40,291,1
1126.2,0.5,54.9,600,29.7,40,405,1
